,01/01/2018,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
ETF 46,0.1607519973761667,0.12287188245834618,0.16139853150058853,0.18857676450876568,0.16832956134164864,0.20921618078995297,0.13202923286147278,0.2955492573249415,0.35367650626913666,0.48857434704951236,0.4746945904577403,0.3454541645178042,0.10530445914139813,0.10358599901563628
ETF 47,0.6079093383356382,0.5047459288126662,0.6009904078060263,0.9741053944864262,0.8301741382539831,0.5261696441367646,0.3273143909199377,0.20168062332871614,0.5989465290817553,0.18967167653873385,0.5323836237626823,0.5198350045188403,0.04963668915713051,0.26352819519229687
ETF 48,0.20928719984341224,0.14632577561785087,0.19028816038302454,0.1753712359721655,0.21826488661517754,0.21752567034836245,0.15376894065487953,0.2522477244444803,0.40996646247506985,0.23237794734438183,0.5074182428484177,0.3031751885871463,0.013283592118114812,0.09298331513318339
ETF 49,0.9189247683826998,0.7700197396343873,0.9064836765073917,0.6490124797099491,0.6200393156933668,0.44111907622741436,0.23205358571002865,0.17000576276923335,0.6378557094057895,0.17987086632767313,0.46497708967519097,0.4405122160609068,0.06311258435945716,0.34103453392229194
ETF 50,0.9427792069570402,0.8687795842431856,0.8597995527813962,0.7508991111541331,0.6684356726389636,0.5445124364451431,0.3390585014279603,0.30361894736170486,0.7262707055680685,0.2629755294319703,0.5286297937814333,0.5671058641675224,0.15934574143295327,0.32822166054398666
ETF 51,0.6303672947886593,0.5144203430032693,0.6158004620270369,0.9706012635608017,0.9078517728915929,0.5693778436262252,0.34837927562924587,0.2018750530689794,0.6344439703981912,0.20515681052040646,0.5594562792606158,0.5431107790166207,0.05206200359653458,0.3190332405102073
ETF 52,0.95141114362848,0.8022505142479847,0.9288299916072313,0.6564388207736317,0.6207975346908943,0.44197353352642554,0.2368676333298564,0.21367094424392116,0.6699749553697351,0.20764306938805852,0.4807578798535512,0.47387484990260925,0.08200658462501981,0.32979958731303577
ETF 53,0.9360883303797944,0.9776186526478061,0.7671957259633719,0.5373413291685504,0.43954404220326715,0.3865573387344822,0.17630027004671922,0.1966768273853193,0.5600684291390032,0.16914278227444052,0.3389741773324036,0.3861651676081009,0.07601388612293199,0.23467470389804584
ETF 54,0.6179800626799918,0.5318410833163691,0.585702332141656,0.9522658481681038,0.8462142753179741,0.5402884214254375,0.33398168059171063,0.24597497017849196,0.6260865101694717,0.24504161350040055,0.5402835264391735,0.5449960802952721,0.07015346698822693,0.26539764181425174
ETF 55,0.5960089200743558,0.489175085929482,0.5886549585035912,0.9243550912702218,0.844309489290699,0.5952910025792283,0.34500235803009044,0.2724752636098558,0.6676721701555317,0.22088965959336615,0.5669879272549837,0.6044086030580024,0.16892805698755345,0.34319648517950985
ETF 56,0.8067274550601121,0.6276574160681448,0.7772191097025024,0.8110075482258439,0.8049193695462855,0.6660513464066928,0.4339181720903383,0.2440734282787262,0.7263735152235642,0.23757762861825543,0.632430652536466,0.6075997662102611,0.1493037873970839,0.4184116738350208
ETF 57,0.19360389919399482,0.18018262016980893,0.2043075910348622,0.1779057728830848,0.1095158815294881,0.20388106428926944,0.1264156599877036,0.6035367941649076,0.4834026058908586,0.9844857450765359,0.4965683762264922,0.5559279460542425,0.23763978318524634,0.07116222186040752
ETF 58,0.9977511274034512,0.9402725172725579,0.8612220029167417,0.6114385316585055,0.550886727219886,0.4262341059821801,0.21022440409161622,0.21166154777054816,0.6397330377291809,0.18837008442223963,0.42522443043446156,0.4491880139935571,0.09077712167694427,0.29894747085321544
ETF 59,0.9672382099733826,0.8930264033249798,0.8729022552018602,0.7494707329774439,0.6758204903522599,0.5462210258322643,0.3314126031726784,0.27991046396379354,0.7241894240376986,0.24438875392818601,0.5295875259365921,0.5569519471020384,0.13940407741069516,0.34207575083489294
ETF 60,0.63174483308563,0.5278890031064698,0.6265491247204026,0.9940914728148675,0.8656058719712288,0.5600393834379761,0.3370867910138382,0.20242055182762442,0.6295643859153557,0.19523662621169385,0.5551098872745035,0.5474078688289554,0.043448232813862585,0.28538611987931545
ETF 61,0.03489776447484942,0.07675888928691424,0.05275746070717208,-0.008050279442542599,-0.07123597061451153,0.012293501396054497,0.006235248683688264,0.89901235797126,0.3169652214070593,0.5688530105065543,0.13235891288500984,0.4439887670834585,0.33040271427291573,-0.009797583880730704
ETF 62,0.977784318934625,0.9066720189306422,0.880260355878139,0.6079251170618568,0.5434295743218293,0.4128422299700895,0.20262523325683074,0.24747514131759546,0.6475408540000319,0.2149482447927832,0.42217256588932456,0.4607387370191179,0.11206454494754209,0.281273619237049
ETF 63,0.9445491648316189,0.8890842730474635,0.8515651581104865,0.7453867667661549,0.6649064123679852,0.5934096799857089,0.37260155732608546,0.2615875707160547,0.7045315822744318,0.23890840791624177,0.5289951164599219,0.5417421950716148,0.09155934402002128,0.3052265703922715
ETF 64,-0.022951224149650607,-0.03352653005738864,-0.032242205058236745,-0.002032913737255627,-0.015967404916851138,0.008363258801704876,-0.017930818924261023,-0.02247697574181164,-0.009474491891124051,-0.028470887116464942,-0.0025298427426860047,0.012535589072535866,-0.016571008362682296,-0.0009139722690593643
ETF 65,0.21014883909350113,0.1851969611740699,0.2245460110110073,0.19627938003576995,0.14084571081140304,0.22454864160169796,0.13389951918264067,0.5268574988688234,0.4903947688996931,0.9227583687795218,0.5077681313989765,0.5265658935434633,0.1994442990036928,0.08931498936691487
ETF 66,0.601014888105048,0.4790034947015094,0.6011008828408713,0.9798586481345222,0.8657866765317286,0.5392850744374497,0.32697924951886465,0.17898634368621413,0.6118016931397663,0.18211536534601153,0.5462504803734237,0.5344151177852867,0.02037975164818057,0.28131259549008614
ETF 67,0.9446038993332933,0.888173051192337,0.8270387341327046,0.5462884636713823,0.5108204752472547,0.3446600353529108,0.1786625883517288,0.13323645087248778,0.542427074744825,0.15741592565000537,0.36480414382926996,0.3390036766599511,-0.018952170943804827,0.24575266665264883
ETF 68,0.9650287464270303,0.9011902073700659,0.8602987739995842,0.7506364891168272,0.6837852231667666,0.5903630529943232,0.3639480596329849,0.23843514661050877,0.7013274594320505,0.2222521756371522,0.5332251135191067,0.5368139754262323,0.07578000852216937,0.31342542892242453
ETF 69,0.8252615529325334,0.8425014618658793,0.7889040101935252,0.6560827857817556,0.5401557196456936,0.604209622017404,0.44399800513726256,0.3231462745770746,0.680858969257352,0.2819764327237694,0.5072183925099218,0.5538951550950117,0.1503708661511941,0.29399122214267354
ETF 70,0.0826182887113423,0.10693655894165958,0.08401639129794998,0.038977022747962886,-0.03800580807059797,0.009323898058052166,-0.030304876997450318,0.5377147104365853,0.2624447789747729,0.8392240041151805,0.18834224471283884,0.3698791202104312,0.2568624608976453,-0.004319492075464192
ETF 71,0.6289851981074223,0.5141536346342132,0.6153776215063446,0.970365460523858,0.9059988915626802,0.5720706926707706,0.3494152118654002,0.20519133385028984,0.6382620273875625,0.20832683643737546,0.5629268544861598,0.5469407689187109,0.05423589843036011,0.3197435356432903
ETF 72,0.008165386262259176,0.01430957239592921,0.003908692622794802,0.0008235128852185486,-0.0015945643031082697,-0.007333501679364273,0.017587781112316913,-0.01016676983435179,0.012935840179504856,0.018803135691553768,0.030277649372417177,-0.0060677994823181355,0.011433943642088554,-0.025686273250393073
ETF 73,0.41139113457936904,0.32591961449743817,0.40590612585196995,0.5415224642663181,0.5515480282470995,0.7665356721726446,0.5407623759089815,0.23201378477129908,0.5671996660170353,0.2760035992074567,0.6037718818899694,0.5556296870663032,0.19802382807629484,0.3416579291215273
ETF 74,0.9327665028616678,0.9999910750635321,0.7726866741556762,0.5177771475618671,0.4183406780085023,0.3835240103760565,0.16720858347883255,0.21546459022339062,0.5626286280766722,0.17811443117024847,0.32770418755405206,0.38697546714525305,0.08726617754123556,0.23180208688232787
ETF 75,0.7837734071823647,0.820131652428711,0.7635865089707531,0.515475201341517,0.41761452126858767,0.40680081295594156,0.2317685674712865,0.26491768181841313,0.5650739723053858,0.2233877107009498,0.37591081384352576,0.41340783406935955,0.1260608679163509,0.25906938975248645
ETF 76,0.20517389933447422,0.20264769354799206,0.21352508776340978,0.22113764107427072,0.13819147121032796,0.2565988468180777,0.1458108953614336,0.9182910638984797,0.5844272455931292,0.6785349965656289,0.4375702480916546,0.6702042845960555,0.3977414205758309,0.1277270286784673
ETF 77,0.9659071065578885,0.9002237024507522,0.8598957541754866,0.7387408607519392,0.65852374147446,0.5347270668785059,0.3263183428963327,0.2790424342170543,0.7149794677904554,0.24581748780754298,0.5189240815674898,0.5498903041657277,0.12936109284383662,0.31955158383253673
ETF 78,0.19430529871562655,0.180841603143618,0.20500627667953733,0.17782592730226188,0.10960560564275715,0.2037607972504207,0.12596967744237855,0.6033735163651065,0.48387156576037954,0.9841934597634523,0.4959465318263947,0.555386869527237,0.2383419221455079,0.07219226493088549
ETF 79,0.598065975231899,0.45100667350697854,0.6146682751755235,0.9364092346677638,0.9015247430459205,0.5479051336133324,0.3382483420859715,0.1364065223638618,0.5947435181770644,0.14027538498889913,0.5530553785569156,0.49814061367618356,0.02221850187088767,0.3357572505153697
