Cluster,Ann_Return,Volatility,Sharpe,Max_Drawdown,Count
0,0.1492677682834777,0.21522064688345904,0.6967239212705328,-0.3839005049197306,26
1,0.00620864906368971,0.06196273373750259,0.08586118769887664,-0.22531226674808189,20
2,0.02077795443192522,0.0016407663822753757,12.663566645673741,0.0,1
3,-0.0024320503387388224,0.00018671600240871683,-13.02539850556099,-0.013438968348731515,1
4,0.017208362735990645,0.018598181370608355,1.5375510486701884,-0.06533736100981437,6
5,0.09594851675361106,0.1739604200958801,0.5572035056825859,-0.36327608717196763,51
